,Review,Rating,hotel_name
134,"Room service is very poor and less amenities.
They have to improve in service and basic skills for staff, they even don't know how to attend the guest. No proper information regarding the property and other services.",4,Whispering Palms Beach Resort
135,"The hotel was adequate and the room was basic. The MMT booking confirmation says that check out is 12, when it is actually 11. The result was I was made to feel like the staff was doing me a favor. If you want a sun bed you need to be up very early.",3,Whispering Palms Beach Resort
136,"First, its not at all on beach and so the name should be only WHISPERING PALMS HOTEL or RESORT. Rooms were not at all upto mark. ambience was pathetic. AC didnt work for all 3 days. gutter smell was coming in bathroom probably because of plumbing problem. hot water for bath sometimes came sometimes not. food was good.",2,Whispering Palms Beach Resort
137,"operty at allShweta Sood . Couple Traveller . Aug 18, 2019I wish, we would have chosen some other hotel! Pros- Great location, good access to the beach. Cons - The feel and vibe of the hotel, seems very old, not grand at all, pool and lounge was very basic, Rooms were basic, breakfast was ok, for playing indoor games they charge money, its good to have engagement of guest, but should not charge, that's not what a good resort offers. I particularly don't have a major issue with the property, but we have stayed in much better and beautiful properties in the past holidays, this resort was very basic and average! Not our Taste, not a 4star hotel vibe!",3,Whispering Palms Beach Resort
138,Room was ok but room services are poor. Not worth the price which I paid.,3,Whispering Palms Beach Resort
139,"Was a fair experience, nice welcome by the violinist who had some interaction. No one else kind of registered.",4,Whispering Palms Beach Resort
140,Fantastic experience. I visited the place after nine years. I would like to visit again.,5,Whispering Palms Beach Resort
141,"Whispering palms is great place to stay. Very clean, service is excellent and food is good. Loved to visit next time
Highlights :
1 location (candolim)
2 great room
3 good food
4 pool maintenance is great
5",5,Whispering Palms Beach Resort
142,A VERY nice HOTEL ... Very close to the beach .. Food is very gu? And hospitality is great too .. Easily accessible ... My stay was very pleasant. They provided me lunch even after their lunch time was over ... Only less lights on way to the cottage rooms ... Also has a Spa and Salon inside there premises,5,Whispering Palms Beach Resort
143,"We opted for breakfast and dinner but food was very bad.
Room was decent but the food quality was poor.",3,Whispering Palms Beach Resort
144,"It was an amazing to stay here, only food was costly rest all things are great. Very happy with front office staff, very helpful and polite, enjoyed a lot in swimming pool, live music and dance in the evening.",4,Whispering Palms Beach Resort
145,"WOW. Awesome Hospitality.
In My 50 Years Of Travel within India & Abroad & having Stayed in 5 * & 7 * Deluxe Resorts, I have Not seen such Awesome Hospitality starting from Reception Staff especially Mr Parmeshwar who Upgraded Me To a Suite. The Resort & Rooms is Simple but has All the Facilities & Amenities That are required. Since Mine was a Suite it was quite Spacious with a couch & Balcony.
Resort has 2 Restaurants, Breeze attached to a Lovely Swimming Pool which & whose Lounges we’re Fully occupied from 7 am by Foreigners where Delicious Buffet Breakfast is served Both Indian & Continental Food. With Live Egg Station is served. The other is Authentic Indian Restaurant which I didn’t visit. Candolim Beach is Only 75/100 Myra away which is very neat & clean with Lots of Shacks with Lounges. If you order something then you can sit for Free on Lounges with Free Wi-do o/wise you have to pay. Lots of Good Restaurants on the main Road with 1 Of The Oldest & Most Famous Fishermen’s Cove Famous For it’s Sea Food Tandoori Fish & Golden Fried Prawns are Yummy. Don’t Miss it.
If you are staying in North Goa then Whispering Palms Beach Resort is the Ultimate Place to Stay.",5,Whispering Palms Beach Resort
146,"Evening programs like karoke, live singing are very good and differentiator. Wi-Fi never works. We asked for password repeatedly but it never worked. Iron box must be included in room. We asked for it and was provided.",4,Whispering Palms Beach Resort
147,"Great hotel with very courteous and helpful staff, 2 mins from Candolim beach and close by to Calangute and Baga... Very pleasant & peaceful place to be with your family! Nice ambiance and well maintained hotel...",5,Whispering Palms Beach Resort
148,Nice close by Beach location. Great hospitality and prompt service.,4,Whispering Palms Beach Resort
149,Great inside though I didn’t like the entrance. Car Parking space is not near the resort when there are lot of vehicles. Food is good. Beach is about 5 mins walk. Overall good experience.,4,Whispering Palms Beach Resort
150,"Its one of the best place to have a lovely holiday in goa located in a very good place near to everything you need in Goa like club, casino, food joint, market and what not and also beach is just 100 meters walking on the backside of the property. Food is awesome and breakfast menu is vast and matches star class and all staff are cordial and very nice.",5,Whispering Palms Beach Resort
